UID;Name;Position;Age;Height;Weight;Inf;Club;Division;Nat;2nd Nat;Home-Grown Status;Personality;Media Handling;Wage;Transfer Value;Asking Price;Preferred Foot;Yel;xG;Starts;Red;PoM;Pen/R;Pens S;Pens Saved Ratio;Pens Saved;Pens Faced;Pens;Mins;Gls/90;Conc;Gls;Fls;FA;xG/90;xG-OP;xA/90;xA;Con/90;Clean Sheets;Av Rat;Mins/Gl;Ast;Hdrs A;Apps;Tck/90;Tck W;Tck A;Tck R;Shot/90;Shot %;ShT/90;ShT;Shots Outside Box/90;Shts Blckd/90;Shts Blckd;Shots;Svt;Svp;Svh;Sv %;Pr passes/90;Pr Passes;Pres C/90;Pres C;Pres A/90;Pres A;Poss Won/90;Poss Lost/90;Ps C/90;Ps C;Ps A/90;Pas A;Pas %;OP-KP/90;OP-KP;OP-Crs C/90;OP-Crs C;OP-Crs A/90;OP-Crs A;OP-Cr %;Off;Gl Mst;K Tck/90;K Tck;K Ps/90;K Pas;K Hdrs/90;Int/90;Itc;Sprints/90;Hdr %;Hdrs W/90;Hdrs;Hdrs L/90;Goals Outside Box;xSv %;xGP/90;xGP;Drb/90;Drb;Dist/90;Distance;Cr C/90;Cr C;Crs A/90;Cr A;Cr C/A;Conv %;Clr/90;Clear;CCC;Ch C/90;Blk/90;Blk;Asts/90;Aer A/90
77012995;Alexander Callens;D (LC);34;185 cm;81 kg;Wnt;AEK;Stoiximan Super League;PER;ESP;;;Scouting Required;€36,000 p/m;€0;;Left Only;9;1,33;41;1;2;;0;;;;0;3599;0.03;;1;39;20;0,03;-0,33;0,08;3,27;;;6,92;0.00;3;269;41 (3);1.68;67;75;89%;0.35;14%;0.05;2;0.15;0.68;27;14;;;;;4,55;182;1,28;51;4,95;198;13,68;6,3;52,01;2080;58,69;2347;89%;0,45;18;0.08;3;0.68;27;50%;0;0;0,28;11;0.45;18;0,45;1.78;71;8,08;74%;5.00;200;1.73;0;;;;0.48;19;0.0km;484.5km;0.08;3;0.68;27;11%;7%;1,4;56;3;0.16;0.68;27;0.08;6.73
83261445;Filipe Relvas;D (LC);26;192 cm;78 kg;;AEK;Stoiximan Super League;POR;;;;Scouting Required;€60,000 p/m;€11.5M - €14M;;Left;3;2,1;38;0;5;;0;;;;0;3802;;;0;34;20;0,05;-2,1;0,03;1,16;;;7,09;;2;274;38 (9);2.91;123;149;83%;0.36;20%;0.07;3;0.02;0.78;33;15;;;;;5,23;221;2,32;98;6,91;292;15,86;8,21;46,94;1983;52,34;2211;90%;0,62;26;0.21;9;1.61;68;28%;2;0;0,31;13;0.62;26;0,69;1.85;78;13,37;73%;4.71;199;1.78;0;;;;0.83;35;0.0km;534.3km;0.21;9;1.61;68;13%;;1,3;55;5;0.42;0.50;21;0.05;6.49
29059989;Moses Odubajo;D/WB/M (R);32;177 cm;71 kg;Frt;AEK;Stoiximan Super League;NGA;ENG;Trained in nation (15-21);;Scouting Required;€21,500 p/m;€0;;Right;1;1,49;17;0;2;;0;;;;0;1415;0.06;;1;9;14;0,09;-0,49;0,19;2,94;;;6,96;0.00;2;62;17 (4);2.23;35;52;67%;0.89;36%;0.32;5;0.38;0.06;1;14;;;;;4,52;71;2,8;44;9,03;142;11,26;16,54;37,34;587;43,76;688;85%;0,95;15;0.19;3;3.31;52;11%;0;0;0,0;0;0.95;15;0,25;2.67;42;17,62;52%;2.04;32;1.91;2;;;;2.16;34;0.0km;206.5km;0.19;3;3.31;52;5%;7%;1,91;30;5;0.87;0.45;7;0.13;3.94
14021900;Roberto Pereyra;M (RC), AM (C), ST (C);35;182 cm;75 kg;;AEK;Stoiximan Super League;ARG;;;;Scouting Required;€70,500 p/m;€0 - €60K;;Right;0;12,35;39;0;3;100%;1;;;;1;3014;0.30;;10;29;61;0,37;-2,35;0,24;7,96;;;6,97;0.00;7;204;39 (15);1.79;60;78;77%;3.28;45%;1.49;50;0.93;0.03;1;110;;;;;1,88;63;2,45;82;8,96;300;5,97;13,05;24,46;819;28,73;962;85%;0,96;32;0.15;5;0.69;23;57%;15;0;0,03;1;1.22;41;0,06;1.37;46;7,76;25%;1.52;51;4.57;4;;;;0.99;33;0.0km;395.0km;0.54;18;3.08;103;21%;9%;0,45;15;13;3.11;0.21;7;0.21;6.09
51052239;Orbelín Pineda;M/AM (LC);30;168 cm;60 kg;;AEK;Stoiximan Super League;MEX;;;;Scouting Required;€126,000 p/m;€9.8M - €12.5M;;Right;2;8,26;45;2;4;;0;;;;0;4073;0.15;;7;28;53;0,18;-1,26;0,28;12,77;;;7,01;0.00;9;118;45 (8);1.79;81;112;72%;1.57;39%;0.62;28;0.62;0.04;2;71;;;;;3,45;156;3,07;139;10,89;493;14,14;9,88;39,77;1800;45,76;2071;87%;1,35;61;0.18;8;1.15;52;29%;5;0;0,02;1;1.35;61;0,09;1.61;73;12,75;24%;0.62;28;1.99;3;;;;1.75;79;0.0km;590.3km;0.18;8;1.15;52;15%;10%;0,57;26;18;0.93;0.15;7;0.20;2.61
27031289;Henrik Dalsgaard;D (RC), WB (R);36;192 cm;81 kg;;AGF;3F Superliga;DEN;;;;Scouting Required;€17,000 p/m;€3.5K - €12K;;Right;0;0,86;21;0;0;;0;;;;0;1910;0.09;;2;26;23;0,04;1,14;0,07;1,48;;;6,64;0.00;3;0;21 (1);1.65;35;36;97%;0.47;20%;0.09;2;0.00;0.00;0;10;;;;;0,0;0;0,0;0;0,0;0;0,0;0,0;15,03;319;20,73;440;73%;0,0;0;0.00;0;0.00;0;;0;0;0,0;0;;0;0,0;;0;0,0;;;;;0;;;;;0;0.0km;0.0km;0.00;0;0.00;0;;20%;0,0;0;0;;;0;0.14;
27112822;Tobias Mølgaard;D (RC), WB (R);29;183 cm;73 kg;;AGF;3F Superliga;DEN;;;;Scouting Required;€24,000 p/m;€375K - €3.8M;;Right;0;1,45;19;1;0;;0;;;;0;1710;0.05;;1;16;17;0,08;-0,45;0,1;1,93;;;7,06;0.00;1;0;19;2.16;41;42;98%;0.32;0%;0.00;0;0.00;0.00;0;6;;;;;0,0;0;0,0;0;0,0;0;0,0;0,0;13,74;261;20,0;380;69%;0,0;0;0.00;0;0.00;0;;0;0;0,0;0;;0;0,0;;0;0,0;;;;;0;;;;;0;0.0km;0.0km;0.00;0;0.00;0;;17%;0,0;0;0;;;0;0.05;
27110484;Mads Emil Madsen;DM, M (C);28;186 cm;82 kg;;AGF;3F Superliga;DEN;;;;Scouting Required;€30,000 p/m;€400K - €4.1M;;Left;0;1,74;20;0;1;;0;;;;0;1800;0.10;;2;20;33;0,09;0,26;0,07;1,49;;;7,03;0.00;1;0;20;1.90;38;46;83%;1.05;24%;0.25;5;0.00;0.00;0;21;;;;;0,0;0;0,0;0;0,0;0;0,0;0,0;14,15;283;20,0;400;71%;0,0;0;0.00;0;0.00;0;;0;0;0,0;0;;0;0,0;;0;0,0;;;;;0;;;;;0;0.0km;0.0km;0.00;0;0.00;0;;10%;0,0;0;0;;;0;0.05;
27051251;Frederik Tingager;D (C);33;198 cm;93 kg;Inj;AGF;3F Superliga;DEN;;;;Scouting Required;€30,000 p/m;Not for Sale;;Right Only;0;1,01;22;0;1;;0;;;;0;1980;0.14;;3;17;18;0,05;1,99;0,0;0,0;;;7,39;0.00;1;0;22;2.18;48;51;94%;0.36;50%;0.18;4;0.00;0.00;0;8;;;;;0,0;0;0,0;0;0,0;0;0,0;0,0;14,77;325;20,0;440;74%;0,0;0;0.00;0;0.00;0;;0;0;0,0;0;;0;0,0;;0;0,0;;;;;0;;;;;0;0.0km;0.0km;0.00;0;0.00;0;;38%;0,0;0;0;;;0;0.05;
91150288;Janni Serra;ST (C);28;193 cm;87 kg;;AGF;3F Superliga;GER;;;;Scouting Required;€32,500 p/m;€150K - €1.5M;;Left;0;6,64;20;0;0;;0;;;;0;1831;0.39;;8;16;29;0,33;1,36;0,04;0,81;;;6,53;0.00;1;0;20 (2);1.13;23;44;52%;3.10;49%;1.52;31;0.00;0.00;0;63;;;;;0,0;0;0,0;0;0,0;0;0,0;0,0;12,78;260;21,63;440;59%;0,0;0;0.00;0;0.00;0;;0;0;0,0;0;;0;0,0;;0;0,0;;;;;0;;;;;0;0.0km;0.0km;0.00;0;0.00;0;;13%;0,0;0;0;;;0;0.05;
27155679;Rasmus Carstensen;D/WB (R);25;183 cm;76 kg;;AGF;3F Superliga;DEN;;;;Scouting Required;€65,000 p/m;€170K - €1.7M;;Right;0;1,65;22;0;0;;0;;;;0;1980;;;0;28;19;0,07;-1,65;0,15;3,23;;;7,03;;1;0;22;1.77;39;40;98%;0.77;12%;0.09;2;0.00;0.00;0;17;;;;;0,0;0;0,0;0;0,0;0;0,0;0,0;14,41;317;20,0;440;72%;0,0;0;0.00;0;0.00;0;;0;0;0,0;0;;0;0,0;;0;0,0;;;;;0;;;;;0;0.0km;0.0km;0.00;0;0.00;0;;;0,0;0;0;;;0;0.05;
93059028;Felix Beijmo;D/WB (R);28;186 cm;82 kg;Int;AGF;3F Superliga;SWE;;;;Scouting Required;€16,250 p/m;€55K - €550K;;Right Only;0;0,82;21;2;0;;0;;;;0;1898;0.05;;1;24;29;0,04;0,18;0,1;2,09;;;7,22;0.00;1;0;21 (1);1.80;38;39;97%;0.38;13%;0.05;1;0.00;0.00;0;8;;;;;0,0;0;0,0;0;0,0;0;0,0;0,0;14,42;304;20,86;440;69%;0,0;0;0.00;0;0.00;0;;0;0;0,0;0;;0;0,0;;0;0,0;;;;;0;;;;;0;0.0km;0.0km;0.00;0;0.00;0;;13%;0,0;0;0;;;0;0.05;
27025242;Nicolai Poulsen;DM, M (C);32;176 cm;69 kg;;AGF;3F Superliga;DEN;;;;Scouting Required;€50,000 p/m;€150K - €1.5M;;Right Only;3;1,25;21;3;0;;0;;;;0;1890;0.05;;1;29;24;0,06;-0,25;0,08;1,59;;;6,87;0.00;4;0;21;1.81;38;40;95%;0.48;30%;0.14;3;0.00;0.00;0;10;;;;;0,0;0;0,0;0;0,0;0;0,0;0,0;13,95;293;20,0;420;70%;0,0;0;0.00;0;0.00;0;;0;0;0,0;0;;0;0,0;;0;0,0;;;;;0;;;;;0;0.0km;0.0km;0.00;0;0.00;0;;10%;0,0;0;0;;;0;0.19;
93049244;Anton Salétros;WB (L), DM, M (C);30;182 cm;73 kg;;AIK;Allsvenskan;SWE;HUN;;;Scouting Required;€20,500 p/m;€500K - €5.2M;;Left;0;1,66;9;0;2;;0;;;;0;810;0.11;;1;2;10;0,18;-0,66;0,13;1,21;;;7,64;0.00;2;0;9;2.11;19;22;86%;0.78;29%;0.22;2;0.00;0.00;0;7;;;;;0,0;0;0,0;0;0,0;0;0,0;0,0;14,11;127;20,0;180;71%;0,0;0;0.00;0;0.00;0;;0;0;0,0;0;;0;0,0;;0;0,0;;;;;0;;;;;0;0.0km;0.0km;0.00;0;0.00;0;;14%;0,0;0;0;;;0;0.22;
53088903;Martin Ellingsen;D (C), DM, M (C);31;180 cm;75 kg;;AIK;Allsvenskan;NOR;;;Fairly Ambitious;Level-headed;€18,750 p/m;€100K - €1M;;Left;0;1,36;9;0;0;100%;1;;;;1;810;0.33;;3;4;12;0,15;1,64;0,18;1,64;;;7,12;0.00;0;0;9;2.22;20;20;100%;0.78;43%;0.33;3;0.00;0.00;0;7;;;;;0,0;0;0,0;0;0,0;0;0,0;0,0;14,33;129;20,0;180;72%;0,0;0;0.00;0;0.00;0;;0;0;0,0;0;;0;0,0;;0;0,0;;;;;0;;;;;0;0.0km;0.0km;0.00;0;0.00;0;;43%;0,0;0;0;;;0;;
24043896;Filip Benković;D (C);28;194 cm;89 kg;Inj;AIK;Allsvenskan;CRO;;;;Scouting Required;€10,250 p/m;€475K - €4.7M;;Right;0;0,33;9;0;1;;0;;;;0;810;;;0;8;5;0,04;-0,33;0,0;0,0;;;7,1;;1;0;9;2.00;18;18;100%;0.33;0%;0.00;0;0.00;0.00;0;3;;;;;0,0;0;0,0;0;0,0;0;0,0;0,0;13,44;121;20,0;180;67%;0,0;0;0.00;0;0.00;0;;0;0;0,0;0;;0;0,0;;0;0,0;;;;;0;;;;;0;0.0km;0.0km;0.00;0;0.00;0;;;0,0;0;0;;;0;0.11;
93142616;Erik Ring;M/AM (RL);24;185 cm;75 kg;;AIK;Allsvenskan;SWE;;;;Scouting Required;€12,500 p/m;€160K - €1.6M;;Right;0;0,79;6;0;0;;0;;;;0;566;;;0;6;6;0,13;-0,79;0,02;0,13;;;7,14;;2;0;6 (1);0.48;3;5;60%;1.11;29%;0.32;2;0.00;0.00;0;7;;;;;0,0;0;0,0;0;0,0;0;0,0;0,0;15,11;95;22,26;140;68%;0,0;0;0.00;0;0.00;0;;0;0;0,0;0;;0;0,0;;0;0,0;;;;;0;;;;;0;0.0km;0.0km;0.00;0;0.00;0;;;0,0;0;0;;;0;0.32;
53175544;Oliver Edvardsen;M/AM (RL);27;175 cm;65 kg;;Ajax;Eredivisie;NOR;;;Perfectionist;Media-friendly;€16,750 p/m;€50K - €8.2M;;Right;0;4,53;3;0;0;;0;;;;0;619;0.58;;4;12;11;0,66;-0,53;0,06;0,43;;;7,0;0.00;0;38;3 (13);3.20;22;22;100%;4.36;47%;2.04;14;1.16;0.00;0;30;;;;;2,33;16;3,34;23;12,79;88;3,78;17,16;29,52;203;33,73;232;88%;1,74;12;0.15;1;3.78;26;5%;1;0;0,0;0;1.74;12;0,15;1.74;12;15,85;37%;2.04;14;3.49;0;;;;2.62;18;0.0km;84.0km;0.15;1;3.78;26;3%;13%;1,16;8;0;;0.29;2;;5.53
2000065061;Oscar Gloukh;M/AM (C), ST (C);22;170 cm;61 kg;;Ajax;Eredivisie;ISR;;;Ambitious;Media-friendly;€26,000 p/m;€7.4M - €8.8M;;Right;0;0,82;9;0;0;;0;;;;0;819;0.11;;1;5;12;0,09;0,18;0,17;1,52;;;6,89;0.00;1;18;9 (6);1.54;14;18;78%;1.21;64%;0.77;7;0.44;0.00;0;11;;;;;2,53;23;2,53;23;11,1;101;10,44;12,53;42,86;390;48,46;441;88%;0,66;6;0.00;0;0.44;4;0%;1;0;0,0;0;0.66;6;0,0;1.65;15;11,1;17%;0.33;3;1.65;1;;;;1.21;11;0.0km;112.8km;0.00;0;0.44;4;;9%;0,88;8;3;0.69;0.22;2;0.11;1.98
37073317;Kenneth Taylor;DM, M/AM (C);24;182 cm;66 kg;;Ajax;Eredivisie;NED;;;Fairly Determined;Level-headed;€127,000 p/m;€43M - €50M;;Left;0;11,51;43;1;1;0%;0;;;;1;3688;0.20;;8;27;40;0,28;-3,51;0,15;6,09;;;7,0;0.00;5;153;43 (5);1.46;60;83;72%;2.05;38%;0.78;32;0.61;0.02;1;84;;;;;2,98;122;2,73;112;10,81;443;12,96;9,13;41,61;1705;47,46;1945;88%;0,83;34;0.07;3;0.54;22;110%;6;0;0,1;4;1.68;69;0,2;1.46;60;10,88;44%;1.66;68;2.07;1;;;;1.12;46;0.0km;525.6km;0.07;3;0.61;25;13%;10%;0,51;21;16;1.00;0.37;15;0.12;3.73
37071153;Tijjani Noslin;M/AM (RL), ST (C);26;180 cm;72 kg;;Ajax;Eredivisie;NED;;;Ambitious;Media-friendly;€79,000 p/m;€4.3M - €8M;;Right Only;0;3,66;9;0;0;;0;;;;0;1053;0.26;;3;13;12;0,31;-0,66;0,29;3,42;;;7,01;0.00;0;45;9 (17);2.48;29;38;76%;2.99;57%;1.71;20;0.85;0.00;0;35;;;;;3,25;38;4,02;47;12,22;143;4,02;16,24;29,06;340;36,07;422;81%;1,37;16;0.26;3;3.85;45;16%;6;0;0,0;0;1.37;16;0,0;0.94;11;14,79;27%;1.03;12;2.82;0;;;;3.68;43;0.0km;149.6km;0.26;3;3.85;45;6%;9%;0,43;5;6;1.79;0.26;3;;3.85
37065620;Brian Brobbey;AM (RL), ST (C);24;180 cm;78 kg;;Ajax;Eredivisie;NED;GHA;;;Scouting Required;€355,000 p/m;€17.5M - €27M;;Right;0;10,05;29;0;1;;0;;;;0;2122;0.68;;16;26;65;0,43;5,95;0,19;4,5;;;7,06;0.00;6;150;29 (2);1.10;26;30;87%;3.90;58%;2.25;53;0.93;0.00;0;92;;;;;0,59;14;1,48;35;7,38;174;1,87;14,93;20,44;482;24,01;566;85%;0,38;9;0.04;1;0.42;10;20%;21;0;0,04;1;0.38;9;0,0;0.89;21;6,19;37%;2.33;55;4.03;2;;;;1.06;25;0.0km;272.5km;0.04;1;0.42;10;10%;17%;0,34;8;4;0.34;0.17;4;0.25;6.36
37058888;Owen Wijndal;D/WB/M (L);26;176 cm;65 kg;;Ajax;Eredivisie;NED;SUR;;Ambitious;Media-friendly;€125,000 p/m;€14.5M - €22M;;Left;10;1,79;32;0;2;;0;;;;0;3066;;;0;46;45;0,05;-1,79;0,14;4,62;;;7,11;;6;158;32 (7);2.67;91;106;86%;0.50;18%;0.09;3;0.23;0.62;21;17;;;;;6,34;216;2,14;73;8,78;299;14,15;14,3;41,86;1426;47,96;1634;87%;0,94;32;0.26;9;2.44;83;32%;0;0;0,09;3;0.94;32;0,32;2.44;83;15,7;68%;3.14;107;1.50;0;;;;1.97;67;0.0km;431.6km;0.26;9;2.44;83;10%;;1,14;39;14;1.45;0.88;30;0.18;4.64
24058106;Josip Šutalo;D (C);26;190 cm;82 kg;Wnt;Ajax;Eredivisie;CRO;BIH;;Spirited;Evasive;€134,000 p/m;€12.5M - €19M;;Right;1;2,93;42;1;2;;0;;;;0;3825;;;0;21;19;0,07;-2,93;0,04;1,59;;;7,05;;3;282;42 (1);1.11;47;61;77%;0.80;21%;0.16;7;0.31;0.47;20;34;;;;;4,68;199;1,18;50;2,89;123;19,98;2,87;59,79;2541;63,44;2696;94%;0,35;15;0.05;2;0.19;8;70%;1;0;0,24;10;0.35;15;0,75;2.19;93;5,11;68%;4.52;192;2.12;0;;;;0.40;17;0.0km;481.1km;0.05;2;0.19;8;25%;;0,82;35;8;0.35;0.42;18;0.07;6.64
37039831;Branco van den Boomen;DM, M/AM (C);30;188 cm;75 kg;;Ajax;Eredivisie;NED;;;;Scouting Required;€142,000 p/m;€230K - €2.3M;;Right;1;1,97;6;0;0;;0;;;;0;1067;0.17;;2;16;9;0,17;0,03;0,32;3,78;;;6,85;0.00;4;45;6 (30);1.43;17;25;68%;1.60;37%;0.59;7;0.51;0.00;0;19;;;;;2,95;35;2,61;31;10,37;123;11,05;9,87;41,16;488;47,66;565;86%;0,84;10;0.00;0;0.17;2;40%;0;0;0,0;0;1.69;20;0,08;1.86;22;11,72;64%;2.45;29;1.35;0;;;;0.76;9;0.0km;145.0km;2.02;24;13.66;162;;11%;0,42;5;7;1.98;0.51;6;0.34;3.80
37026994;Wout Weghorst;ST (C);33;197 cm;89 kg;;Ajax;Eredivisie;NED;;;;Scouting Required;€88,500 p/m;€600K - €12M;;Right;1;13,18;21;0;3;100%;3;;;;3;2297;0.90;;23;23;49;0,52;9,82;0,08;2,01;;;7,2;0.00;2;224;21 (18);1.14;29;38;76%;4.51;52%;2.35;60;1.61;0.00;0;115;;;;;0,9;23;1,72;44;7,25;185;2,63;14,85;20,92;534;24,29;620;86%;0,74;19;0.04;1;0.35;9;14%;15;0;0,0;0;0.74;19;0,2;0.98;25;7,21;56%;4.90;125;3.88;0;;;;0.86;22;0.0km;306.8km;0.04;1;0.35;9;11%;20%;0,27;7;3;0.47;0.04;1;0.08;8.78
37024265;Steven Berghuis;M (RC), AM (RLC), ST (C);34;182 cm;69 kg;Ret;Ajax;Eredivisie;NED;;;;Scouting Required;€333,000 p/m;€2.1M - €4.4M;;Left;4;9,39;41;0;8;100%;1;;;;1;3071;0.32;;11;51;34;0,28;1,61;0,37;12,5;;;7,38;0.00;17;123;41 (2);2.34;80;90;89%;2.46;48%;1.17;40;0.88;0.00;0;84;;;;;2,9;99;3,25;111;12,63;431;4,81;16,15;36,46;1244;41,97;1432;87%;1,79;61;0.64;22;3.31;113;37%;14;0;0,0;0;1.88;64;0,03;1.70;58;15,27;45%;1.61;55;1.99;4;;;;2.99;102;0.0km;418.2km;1.08;37;5.33;182;19%;13%;0,53;18;18;0.73;0.35;12;0.50;3.60
37079089;Kian Fitz-Jim;DM, M/AM (C);22;168 cm;62 kg;Wnt;Ajax;Eredivisie;NED;SUR;;Balanced;Media-friendly;€77,500 p/m;€12M;;Right;4;5,09;42;0;4;;0;;;;0;3504;0.15;;6;31;44;0,13;0,91;0,26;10,09;;;7,05;0.00;7;92;42 (5);1.98;77;103;75%;1.00;38%;0.39;15;0.28;0.05;2;39;;;;;4,47;174;2,85;111;9,63;375;14,41;6,96;50,93;1983;56,94;2217;89%;1,57;61;0.15;6;0.59;23;68%;3;0;0,15;6;1.80;70;0,0;1.67;65;12,17;25%;0.59;23;1.77;2;;;;1.13;44;0.0km;515.3km;0.80;31;3.03;118;26%;15%;0,62;24;18;1.79;0.26;10;0.18;2.36
37018393;Davy Klaassen;DM, M/AM (C);33;181 cm;74 kg;;Ajax;Eredivisie;NED;;;Resolute;Level-headed;€32,000 p/m;€5M - €9.4M;;Right;0;5,73;26;0;1;50%;1;;;;2;2145;0.17;;4;22;15;0,24;-1,73;0,28;6,76;;;7,02;0.00;4;74;26 (6);1.59;38;60;63%;1.59;61%;0.97;23;0.46;0.00;0;38;;;;;3,48;83;2,85;68;10,57;252;13,89;12,97;46,53;1109;51,78;1234;90%;1,05;25;0.08;2;1.05;25;13%;4;0;0,0;0;1.05;25;0,13;1.85;44;11,96;35%;1.09;26;2.01;0;;;;0.88;21;0.0km;302.3km;0.08;2;1.05;25;8%;11%;0,59;14;6;0.50;0.29;7;0.17;3.10
43612084;Raúl Moro;AM (RLC);23;172 cm;65 kg;;Ajax;Eredivisie;ESP;;;Fairly Ambitious;Level-headed;€21,000 p/m;€19M - €29M;;Right;2;7,69;34;0;2;;0;;;;0;2353;0.38;;10;50;31;0,29;2,31;0,15;3,86;;;7,13;0.00;5;103;34 (8);2.49;65;77;84%;2.41;48%;1.15;30;0.73;0.00;0;63;;;;;3,1;81;3,17;83;12,78;334;4,78;16,1;29,18;763;34,92;913;84%;1,64;43;0.50;13;2.49;65;42%;11;0;0,04;1;1.64;43;0,0;1.64;43;13,73;17%;0.65;17;3.29;0;;;;3.33;87;0.0km;331.7km;0.50;13;2.49;65;20%;16%;0,61;16;12;2.61;0.15;4;0.19;3.94
45092658;Ko Itakura;D (C), DM, M (C);29;188 cm;74 kg;Int;Ajax;Eredivisie;JPN;;;;Scouting Required;€37,500 p/m;€33M - €52M;;Right;4;1,56;32;0;2;;0;;;;0;2717;;;0;26;18;0,05;-1,56;0,15;4,67;;;7,03;;2;173;32 (4);1.72;52;70;74%;0.53;19%;0.10;3;0.03;0.63;19;16;;;;;4,87;147;1,99;60;5,43;164;19,44;3,25;61,08;1844;66,22;1999;92%;0,56;17;0.03;1;0.13;4;50%;1;0;0,13;4;0.56;17;0,66;1.42;43;8,25;61%;3.48;105;2.25;0;;;;0.70;21;0.0km;376.2km;0.03;1;0.13;4;25%;;0,46;14;3;0.23;0.36;11;0.07;5.73
2000108364;James McConnell;DM, M (RC);21;186 cm;79 kg;;Ajax;Eredivisie;ENG;;Trained in nation (15-21);;Scouting Required;€13,000 p/m;€120K - €1.2M;;Right Only;0;0,41;7;0;0;;0;;;;0;953;0.09;;1;8;5;0,04;0,59;0,07;0,77;;;6,55;0.00;0;36;7 (20);2.17;23;25;92%;0.57;50%;0.28;3;0.19;0.00;0;6;;;;;4,44;47;2,64;28;10,01;106;8,12;6,42;41,74;442;47,88;507;87%;0,57;6;0.00;0;0.09;1;0%;1;0;0,0;0;0.57;6;0,0;1.23;13;10,29;53%;1.79;19;1.61;0;;;;0.85;9;0.0km;123.5km;0.00;0;0.09;1;;17%;0,66;7;3;1.46;0.66;7;;3.40
14207518;Gastón Ávila;D (LC);24;182 cm;78 kg;;Ajax;Eredivisie;ARG;;;Fairly Ambitious;Outspoken, Media-friendly;€89,000 p/m;€85K - €11M;;Left;2;1,15;19;0;0;;0;;;;0;1719;0.05;;1;14;8;0,06;-0,15;0,03;0,65;;;6,89;0.00;1;126;19 (1);0.89;17;22;77%;0.37;43%;0.16;3;0.10;0.26;5;7;;;;;3,56;68;1,05;20;3,25;62;15,55;3,09;51,62;986;55,81;1066;92%;0,1;2;0.00;0;0.05;1;0%;2;0;0,1;2;0.10;2;0,47;1.73;33;4,45;67%;4.40;84;2.20;0;;;;0.16;3;0.0km;204.7km;0.00;0;0.05;1;;14%;1,2;23;1;0.07;0.99;19;0.05;6.60
2000102845;Mika Godts;M (C), AM (RLC);20;176 cm;62 kg;Inj;Ajax;Eredivisie;BEL;;;Balanced;Media-friendly;€57,000 p/m;€8.8M - €10.5M;;Right;0;2,99;14;0;1;;0;;;;0;1230;0.15;;2;15;18;0,22;-0,99;0,17;2,26;;;6,89;0.00;5;77;14 (12);2.12;29;39;74%;1.98;22%;0.44;6;0.73;0.00;0;27;;;;;2,41;33;3,73;51;12,22;167;4,68;12,37;28,46;389;33,51;458;85%;1,9;26;0.73;10;3.51;48;60%;3;0;0,0;0;1.90;26;0,0;1.98;27;13,46;39%;2.20;30;3.44;1;;;;2.27;31;0.0km;172.1km;0.73;10;3.51;48;20%;7%;0,73;10;6;1.26;0.22;3;0.37;5.63
2002044171;Jorthy Mokio;D (LC), DM, M (C);18;183 cm;72 kg;Int;Ajax;Eredivisie;BEL;;;Balanced;Media-friendly;€16,750 p/m;€27M - €33M;;Left Only;4;1,88;32;1;0;;0;;;;0;2540;;;0;17;7;0,07;-1,88;0,08;2,32;;;6,89;;4;144;32 (2);1.77;50;60;83%;0.53;20%;0.11;3;0.18;0.50;14;15;;;;;4,64;131;1,45;41;4,61;130;16,12;4,15;55,91;1578;60,27;1701;93%;0,57;16;0.00;0;0.50;14;0%;2;0;0,21;6;0.57;16;0,5;1.88;53;6,91;64%;3.26;92;1.84;0;;;;0.25;7;0.0km;337.0km;0.00;0;0.50;14;;;1,06;30;1;0.06;0.43;12;0.14;5.10
28116414;Vítězslav Jaroš;GK;24;184 cm;77 kg;;Ajax;Eredivisie;CZE;;Trained in nation (15-21);;Scouting Required;€13,000 p/m;€450K - €4.5M;;Right Only;0;0,0;47;0;5;;0;0%;0;1;0;4260;;33;0;0;12;0,0;0,0;0,0;0,0;0.70;25;7,12;;0;;47;0.00;0;1;0%;;;;;;;;0;17;59;25;-2%;0,0;0;0,0;0;0,0;0;4,92;6,63;15,87;751;26,32;1246;60%;0,0;0;;;;;;0;0;0,0;0;;0;0,0;;0;0,0;;;;;;-696%;0.23;11.05;;0;0.0km;273.2km;;;;;;;7,06;;0;;;;;
37079280;Youri Regeer;D (RL), WB (R), DM, M (C);22;177 cm;72 kg;;Ajax;Eredivisie;NED;;;;Scouting Required;€68,500 p/m;€700K - €7.2M;;Right;3;3,12;43;0;4;;0;;;;0;3972;0.05;;2;39;23;0,07;-1,12;0,05;1,99;;;6,98;0.00;4;223;43 (3);2.56;113;144;78%;0.82;25%;0.20;9;0.27;0.29;13;36;;;;;5,82;257;2,38;105;8,56;378;11,08;14,32;40,65;1794;46,13;2036;88%;0,77;34;0.20;9;2.38;105;32%;3;1;0,11;5;0.91;40;0,45;2.13;94;17,2;66%;3.35;148;1.70;1;;;;0.75;33;0.0km;543.3km;0.20;9;2.38;105;8%;6%;1,11;49;6;0.27;0.52;23;0.09;5.05
